variant,seed,mask_seed,missing_mode,position,span_fraction,n,infeasible_n,naturally_absent_n,support_negative,support_neutral,support_positive,mean_removed_steps_per_target_modality,actual_removed_observation_rate,actual_span_fraction,unique_mask_realizations_mean,one_feasible_start_n,accuracy,macro_f1,mae,pearson_r,delta_mae,delta_macro_f1
T1,2028,5103,vision,early,0.35,696,32,15,200,174,322,8.191091954022989,0.3548962645029525,0.3514217322550645,2.961206896551724,24,0.6063218390804598,0.5977289621357418,0.5851903851090492,0.6483163265362445,0.0,0.0
T1,2028,5103,vision,early,0.55,691,37,15,199,172,320,12.884225759768452,0.552545126213686,0.5496021750273932,1.6772793053545587,266,0.6049204052098408,0.596084314740623,0.5871016252489407,0.6496357275551632,0.0,0.0
T1,2028,5103,vision,middle,0.15,695,33,15,199,174,322,3.5035971223021583,0.15439902570876457,0.15107957931924487,3.646043165467626,10,0.6057553956834533,0.5974880433163466,0.586393210313303,0.6495461255988849,0.0,0.0
T1,2028,5103,vision,middle,0.35,700,28,15,202,174,324,8.127142857142857,0.35418157437138303,0.35117329220756244,3.6585714285714284,8,0.6057142857142858,0.5971204368470848,0.58745055607387,0.6495760662561834,0.0,0.0
T1,2028,5103,vision,middle,0.55,698,30,15,202,174,322,12.727793696275072,0.5495743868989502,0.5503155263821218,3.6074498567335245,11,0.6060171919770774,0.5974957855315493,0.5880212394419235,0.6495218532106146,0.0,0.0
T1,2028,5103,vision,late,0.15,692,36,15,199,173,320,3.491329479768786,0.15519734351866818,0.1516506529271782,3.4826589595375723,7,0.6026011560693642,0.5948314445644924,0.5888790058865713,0.6444675197422178,0.0,0.0
T1,2028,5103,vision,late,0.35,699,29,15,200,175,324,8.098712446351932,0.3527138452561225,0.351272858380252,2.9799713876967098,18,0.6037195994277539,0.5952804255302395,0.5893420331894242,0.6478765128790442,0.0,0.0
T1,2028,5103,vision,late,0.55,699,29,15,200,175,324,12.6552217453505,0.5478696254024976,0.5502762229921914,1.8640915593705294,194,0.6037195994277539,0.5952804255302395,0.5888651614537055,0.6479650051544421,0.0,0.0
T1,2028,5103,text+audio,early,0.15,723,5,0,206,180,337,3.5421853388658366,0.15174741188149082,0.15174741188149082,3.479944674965422,6,0.5975103734439834,0.5887098883712734,0.6061441402877185,0.6230991694946477,0.018000200493866636,-0.004490621858743271
T1,2028,5103,text+audio,early,0.35,723,5,0,206,180,337,8.307053941908714,0.3515238688211574,0.3515238688211574,2.876901798063624,22,0.5587828492392808,0.5497897066961814,0.6484755798659054,0.5827513046177771,0.060331640072053605,-0.043410803533835196
T1,2028,5103,text+audio,early,0.55,719,9,0,205,178,336,13.061196105702365,0.5495531177122104,0.5495531177122104,1.698191933240612,277,0.5340751043115438,0.5235553714555862,0.682970925999782,0.5049763494008191,0.0938853963649986,-0.06840375350664452
T1,2028,5103,text+audio,middle,0.15,722,6,0,206,180,336,3.5457063711911356,0.15126506757661753,0.1512650675766175,3.6274238227146816,9,0.5858725761772853,0.5799672651214248,0.6130919236266712,0.6008686814987805,0.024369148150540476,-0.012852856585026662
T1,2028,5103,text+audio,middle,0.35,722,6,0,206,180,336,8.317174515235457,0.35131822321010636,0.35131822321010636,3.655124653739612,4,0.5650969529085873,0.5559219348659005,0.635839591788288,0.5628591508414129,0.04711681631215725,-0.03689818684055102
T1,2028,5103,text+audio,middle,0.55,722,6,0,206,180,336,13.016620498614959,0.5502705793652991,0.5502705793652991,3.64404432132964,10,0.5235457063711911,0.514366955992599,0.6832976655575377,0.4782226692537623,0.09457489008140696,-0.07845316571385252
T1,2028,5103,text+audio,late,0.15,724,4,0,206,181,337,3.542817679558011,0.15198383350412228,0.15173924326471158,3.5621546961325965,7,0.5718232044198895,0.5639054068586085,0.6046222064088392,0.6199815489603975,0.017290620122989986,-0.030152058869336695
T1,2028,5103,text+audio,late,0.35,724,4,0,206,181,337,8.308011049723756,0.3516282327224173,0.3515275190944247,2.9751381215469612,12,0.5566298342541437,0.5446476256821084,0.6424239506914141,0.5478036383659844,0.055092364405564864,-0.049409840045836706
T1,2028,5103,text+audio,late,0.55,724,4,0,206,181,337,13.000690607734807,0.5501604856838112,0.5501892610060948,1.8535911602209945,202,0.48756906077348067,0.4742456097773213,0.6809618970924649,0.46127042270771856,0.09363031080661566,-0.11981185595062388
T1,2028,5103,text+vision,early,0.15,695,33,15,201,174,320,3.539568345323741,0.15392284324844158,0.15162910284899678,3.4244604316546763,9,0.5942446043165468,0.5865938899292318,0.6116344816821943,0.6065643983506771,0.026875757313460813,-0.010895996946367004
T1,2028,5103,text+vision,early,0.35,696,32,15,200,174,322,8.276580459770114,0.35374193436065143,0.3514217322550645,2.8951149425287355,24,0.5660919540229885,0.5580715719619908,0.6494630379709362,0.5641527109184303,0.06427265286188699,-0.03965739017375103
T1,2028,5103,text+vision,early,0.55,691,37,15,199,172,320,13.021707670043416,0.5511685271602809,0.5496021750273932,1.7004341534008682,266,0.5195369030390738,0.5091038123868922,0.6978841234219575,0.49417955111335155,0.11078249817301677,-0.08698050235373078
T1,2028,5103,text+vision,middle,0.15,695,33,15,199,174,322,3.5410071942446044,0.1532031401763189,0.15107957931924487,3.633093525179856,10,0.5899280575539568,0.5786427434123363,0.6090015164596572,0.6071193470256296,0.022608306146354118,-0.018845299904010293
T1,2028,5103,text+vision,middle,0.35,700,28,15,202,174,324,8.256428571428572,0.35317965407815416,0.35117329220756244,3.617142857142857,8,0.5585714285714286,0.547679337769418,0.6449360902181693,0.5638852380923091,0.057485534144299355,-0.049441099077666806
T1,2028,5103,text+vision,middle,0.55,698,30,15,202,174,322,12.914756446991404,0.5507331308857789,0.5503155263821218,3.681948424068768,11,0.5358166189111748,0.5220289230068382,0.6606028996472031,0.5430755524618386,0.07258166020527956,-0.07546686252471102
T1,2028,5103,text+vision,late,0.15,692,36,15,199,173,320,3.5411849710982657,0.15404099174067337,0.1516506529271782,3.505780346820809,7,0.5765895953757225,0.5676915245702562,0.6061804420126311,0.6243916636271106,0.017301436126059833,-0.02713991999423626
T1,2028,5103,text+vision,late,0.35,699,29,15,200,175,324,8.234620886981402,0.3512125818080621,0.351272858380252,2.9628040057224605,18,0.5464949928469242,0.5342860862838805,0.6405049453093771,0.569200078500271,0.05116291211995283,-0.060994339246359
T1,2028,5103,text+vision,late,0.55,699,29,15,200,175,324,12.88483547925608,0.5495068844567523,0.5502762229921914,1.848354792560801,194,0.4978540772532189,0.4853522382934148,0.6878860153481684,0.4585988526861998,0.09902085389446291,-0.10992818723682474
T1,2028,5103,audio+vision,early,0.15,695,33,15,201,174,320,3.535971223021583,0.15372933279523646,0.15162910284899678,3.4431654676258994,9,0.6057553956834533,0.5974898868755988,0.5847587243687334,0.6490713935388087,0.0,0.0
T1,2028,5103,audio+vision,early,0.35,696,32,15,200,174,322,8.272988505747126,0.35337179643663413,0.3514217322550645,2.9152298850574714,24,0.6063218390804598,0.5977289621357418,0.5851903851090492,0.6483163265362445,0.0,0.0
T1,2028,5103,audio+vision,early,0.55,691,37,15,199,172,320,13.01808972503618,0.5510433816641618,0.5496021750273932,1.6946454413892909,266,0.6049204052098408,0.596084314740623,0.5871016252489407,0.6496357275551632,0.0,0.0
T1,2028,5103,audio+vision,middle,0.15,695,33,15,199,174,322,3.5345323741007193,0.1526284770348192,0.15107957931924487,3.6158273381294963,10,0.6057553956834533,0.5974880433163466,0.586393210313303,0.6495461255988849,0.0,0.0
T1,2028,5103,audio+vision,middle,0.35,700,28,15,202,174,324,8.248571428571429,0.35278884807161925,0.35117329220756244,3.6142857142857143,8,0.6057142857142858,0.5971204368470848,0.58745055607387,0.6495760662561834,0.0,0.0
T1,2028,5103,audio+vision,middle,0.55,698,30,15,202,174,322,12.90759312320917,0.5497511165473259,0.5503155263821218,3.6361031518624642,11,0.6060171919770774,0.5974957855315493,0.5880212394419235,0.6495218532106146,0.0,0.0
T1,2028,5103,audio+vision,late,0.15,692,36,15,199,173,320,3.533959537572254,0.1536687868933508,0.1516506529271782,3.5,7,0.6026011560693642,0.5948314445644924,0.5888790058865713,0.6444675197422178,0.0,0.0
T1,2028,5103,audio+vision,late,0.35,699,29,15,200,175,324,8.2310443490701,0.35120698595761457,0.351272858380252,2.9785407725321886,18,0.6037195994277539,0.5952804255302395,0.5893420331894242,0.6478765128790442,0.0,0.0
T1,2028,5103,audio+vision,late,0.55,699,29,15,200,175,324,12.88555078683834,0.5496369230485306,0.5502762229921914,1.8454935622317596,194,0.6037195994277539,0.5952804255302395,0.5888651614537055,0.6479650051544421,0.0,0.0
T1,2028,5103,text+audio+vision,early,0.15,695,33,15,201,174,320,3.542925659472422,0.15296573251833406,0.15162910284899678,3.479136690647482,9,0.581294964028777,0.5740285937266791,0.6047860522493184,0.6222439280950837,0.020027327880584922,-0.02346129314891965
T1,2028,5103,text+audio+vision,early,0.35,696,32,15,200,174,322,8.303639846743295,0.3530583429461136,0.3514217322550645,2.9123563218390807,24,0.5574712643678161,0.5536289168933537,0.6509504311172098,0.5748809855283661,0.06576004600816066,-0.044100045242388086
T1,2028,5103,text+audio+vision,early,0.55,691,37,15,199,172,320,13.065605402797878,0.5506062103936824,0.5496021750273932,1.683068017366136,266,0.5238784370477568,0.5122643644171306,0.6972494385004389,0.49481949325328944,0.11014781325149814,-0.08381995032349232
T1,2028,5103,text+audio+vision,middle,0.15,695,33,15,199,174,322,3.547721822541966,0.15220135632314782,0.15107957931924487,3.579856115107914,10,0.581294964028777,0.5699717427828459,0.6062220485733567,0.6086539845746279,0.01982883826005366,-0.027516300533500737
T1,2028,5103,text+audio+vision,middle,0.35,700,28,15,202,174,324,8.282380952380953,0.3520370248637897,0.35117329220756244,3.6342857142857143,8,0.5528571428571428,0.5399179165970465,0.6512927113473416,0.5439233345429468,0.06384215527347159,-0.05720252025003836
T1,2028,5103,text+audio+vision,middle,0.55,698,30,15,202,174,322,12.968958930276981,0.5506515688519611,0.5503155263821218,3.650429799426934,11,0.5128939828080229,0.5035940755972743,0.6851294909345045,0.4756541885298166,0.09710825149258095,-0.09390170993427494
T1,2028,5103,text+audio+vision,late,0.15,692,36,15,199,173,320,3.5491329479768785,0.1531081157973376,0.1516506529271782,3.4696531791907512,7,0.5910404624277457,0.57858503282766,0.6101412856466852,0.6158501041184969,0.021262279760113967,-0.01624641173683239
T1,2028,5103,text+audio+vision,late,0.35,699,29,15,200,175,324,8.277062470195517,0.35109136460740553,0.351272858380252,3.0028612303290414,18,0.5407725321888412,0.5320045078471409,0.6424500648683744,0.5582832993407366,0.053108031678950174,-0.06327591768309859
T1,2028,5103,text+audio+vision,late,0.55,699,29,15,200,175,324,12.95660467334287,0.5497750258338667,0.5502762229921914,1.849785407725322,194,0.49928469241773965,0.4844129832040489,0.6855961145548009,0.4640747358080596,0.09673095310109536,-0.11086744232619061
T1,2028,5104,text,early,0.15,724,4,0,206,181,337,3.546961325966851,0.15173924326471158,0.15173924326471158,3.5331491712707184,6,0.5718232044198895,0.5628488453787541,0.6236397609608608,0.5981210240318217,0.03630817467501157,-0.03120862034919103
T1,2028,5104,text,early,0.35,724,4,0,206,181,337,8.319060773480663,0.3515275190944247,0.3515275190944247,2.8853591160220993,22,0.5386740331491713,0.5326619902638827,0.657783676350479,0.5544811535657007,0.07045209006462971,-0.06139547546406243
T1,2028,5104,text,early,0.55,720,8,0,205,179,336,13.079166666666667,0.5495421643079805,0.5495421643079805,1.6833333333333333,277,0.5361111111111111,0.525893164962781,0.6847842899461587,0.5029743279250604,0.09651693465809019,-0.0669397239954127
T1,2028,5104,text,middle,0.15,723,5,0,206,181,336,3.5504840940525586,0.15125755480449682,0.15125755480449682,3.5933609958506225,9,0.5892116182572614,0.5806381544770929,0.6163641203035127,0.5920454258782134,0.028455622525136004,-0.013038922727286906
T1,2028,5104,text,middle,0.35,723,5,0,206,181,336,8.329183955739973,0.35132216296592456,0.35132216296592456,3.659751037344398,4,0.5573997233748271,0.5426235521061614,0.640489884988401,0.5716975956507577,0.052581387210024255,-0.051053525098218366
T1,2028,5104,text,middle,0.55,723,5,0,206,181,336,13.034578146611342,0.5502586790711101,0.5502586790711101,3.680497925311203,10,0.5076071922544951,0.4978739829404194,0.6892089540986435,0.4625112504027563,0.10130045632026674,-0.09580309426396039
T1,2028,5104,text,late,0.15,724,4,0,206,181,337,3.546961325966851,0.15173924326471158,0.15173924326471158,3.546961325966851,6,0.580110497237569,0.5684579468036615,0.6182876692992219,0.6012022171985688,0.030956083013372604,-0.025599518924283693
T1,2028,5104,text,late,0.35,724,4,0,206,181,337,8.319060773480663,0.3515275190944247,0.3515275190944247,2.9917127071823204,11,0.5331491712707183,0.5258382555271469,0.6340272427222676,0.5792027508532505,0.046695656436418376,-0.06821921020079824
T1,2028,5104,text,late,0.55,724,4,0,206,181,337,13.017955801104973,0.5501892610060948,0.5501892610060948,1.830110497237569,201,0.5013812154696132,0.4856669726927537,0.6799931878748849,0.4698194035287993,0.09266160158903569,-0.10839049303519144
T1,2028,5104,audio,early,0.15,723,5,0,206,180,337,3.5421853388658366,0.15174741188149082,0.15174741188149082,3.4398340248962658,6,0.6016597510373444,0.5932005102300166,0.5881439397938518,0.6452356840445983,0.0,0.0
T1,2028,5104,audio,early,0.35,723,5,0,206,180,337,8.307053941908714,0.3515238688211574,0.3515238688211574,2.9156293222683263,22,0.6016597510373444,0.5932005102300166,0.5881439397938518,0.6452356840445983,0.0,0.0
T1,2028,5104,audio,early,0.55,719,9,0,205,178,336,13.061196105702365,0.5495531177122104,0.5495531177122104,1.7023643949930458,277,0.6008344923504868,0.5919591249622307,0.5890855296347834,0.6466857185950102,0.0,0.0
T1,2028,5104,audio,middle,0.15,722,6,0,206,180,336,3.5457063711911356,0.1512650675766175,0.1512650675766175,3.6315789473684212,9,0.6011080332409973,0.5928201217064515,0.5887227754761307,0.6453019875580972,0.0,0.0
T1,2028,5104,audio,middle,0.35,722,6,0,206,180,336,8.317174515235457,0.35131822321010636,0.35131822321010636,3.660664819944598,4,0.6011080332409973,0.5928201217064515,0.5887227754761307,0.6453019875580972,0.0,0.0
T1,2028,5104,audio,middle,0.55,722,6,0,206,180,336,13.016620498614959,0.5502705793652991,0.5502705793652991,3.662049861495845,10,0.6011080332409973,0.5928201217064515,0.5887227754761307,0.6453019875580972,0.0,0.0
T1,2028,5104,audio,late,0.15,724,4,0,206,181,337,3.5386740331491713,0.15222842374353296,0.15173924326471158,3.505524861878453,7,0.6022099447513812,0.5940574657279452,0.5873315862858492,0.6452205956376864,0.0,0.0
T1,2028,5104,audio,late,0.35,724,4,0,206,181,337,8.296961325966851,0.35172894635040997,0.3515275190944247,2.99585635359116,12,0.6022099447513812,0.5940574657279452,0.5873315862858492,0.6452205956376864,0.0,0.0
T1,2028,5104,audio,late,0.55,724,4,0,206,181,337,12.98342541436464,0.5501317103615276,0.5501892610060948,1.8439226519337018,202,0.6022099447513812,0.5940574657279452,0.5873315862858492,0.6452205956376864,0.0,0.0
T1,2028,5104,vision,early,0.15,695,33,15,201,174,320,3.5035971223021583,0.1549468323623428,0.15162910284899678,3.4532374100719423,9,0.6057553956834533,0.5974898868755988,0.5847587243687334,0.6490713935388087,0.0,0.0
T1,2028,5104,vision,early,0.35,696,32,15,200,174,322,8.195402298850574,0.35574848040991275,0.3514217322550645,2.961206896551724,24,0.6063218390804598,0.5977289621357418,0.5851903851090492,0.6483163265362445,0.0,0.0
T1,2028,5104,vision,early,0.55,691,37,15,199,172,320,12.878437047756874,0.5522231235935943,0.5496021750273932,1.6772793053545587,266,0.6049204052098408,0.596084314740623,0.5871016252489407,0.6496357275551632,0.0,0.0
T1,2028,5104,vision,middle,0.15,695,33,15,199,174,322,3.4935251798561153,0.15391467801559208,0.15107957931924487,3.646043165467626,10,0.6057553956834533,0.5974880433163466,0.586393210313303,0.6495461255988849,0.0,0.0
T1,2028,5104,vision,middle,0.35,700,28,15,202,174,324,8.121428571428572,0.35308380506922393,0.35117329220756244,3.6585714285714284,8,0.6057142857142858,0.5971204368470848,0.58745055607387,0.6495760662561834,0.0,0.0
T1,2028,5104,vision,middle,0.55,698,30,15,202,174,322,12.736389684813753,0.550721650496382,0.5503155263821218,3.6074498567335245,11,0.6060171919770774,0.5974957855315493,0.5880212394419235,0.6495218532106146,0.0,0.0
T1,2028,5104,vision,late,0.15,692,36,15,199,173,320,3.4884393063583814,0.1554939477311117,0.1516506529271782,3.4826589595375723,7,0.6026011560693642,0.5948314445644924,0.5888790058865713,0.6444675197422178,0.0,0.0
T1,2028,5104,vision,late,0.35,699,29,15,200,175,324,8.081545064377682,0.3518078163261213,0.351272858380252,2.9799713876967098,18,0.6037195994277539,0.5952804255302395,0.5893420331894242,0.6478765128790442,0.0,0.0
T1,2028,5104,vision,late,0.55,699,29,15,200,175,324,12.660944206008583,0.5487904277874998,0.5502762229921914,1.8640915593705294,194,0.6037195994277539,0.5952804255302395,0.5888651614537055,0.6479650051544421,0.0,0.0
T1,2028,5104,text+audio,early,0.15,723,5,0,206,180,337,3.5421853388658366,0.15174741188149082,0.15174741188149082,3.479944674965422,6,0.6002766251728907,0.5923692584294422,0.603406762598626,0.6244569226045242,0.015262822804774201,-0.0008312518005744174
T1,2028,5104,text+audio,early,0.35,723,5,0,206,180,337,8.307053941908714,0.3515238688211574,0.3515238688211574,2.876901798063624,22,0.5463347164591977,0.5392545482225424,0.6588391256653916,0.5612754581104308,0.07069518587153978,-0.05394596200747426
T1,2028,5104,text+audio,early,0.55,719,9,0,205,178,336,13.061196105702365,0.5495531177122104,0.5495531177122104,1.698191933240612,277,0.5201668984700973,0.5099268709339961,0.6894805053137606,0.49715906858476533,0.10039497567897715,-0.08203225402823455
T1,2028,5104,text+audio,middle,0.15,722,6,0,206,180,336,3.5457063711911356,0.15126506757661753,0.1512650675766175,3.6274238227146816,9,0.5886426592797784,0.5777169840699958,0.6093211433852809,0.6133540279856001,0.02059836790915015,-0.015103137636455655
T1,2028,5104,text+audio,middle,0.35,722,6,0,206,180,336,8.317174515235457,0.35131822321010636,0.35131822321010636,3.655124653739612,4,0.5609418282548476,0.5481295020995012,0.6445731157617556,0.5526426354416534,0.055850340285624855,-0.04469061960695031
T1,2028,5104,text+audio,middle,0.55,722,6,0,206,180,336,13.016620498614959,0.5502705793652991,0.5502705793652991,3.64404432132964,10,0.5083102493074793,0.49993988708868986,0.6748036640874236,0.5206434562012824,0.08608088861129293,-0.09288023461776163
T1,2028,5104,text+audio,late,0.15,724,4,0,206,181,337,3.542817679558011,0.15198383350412228,0.15173924326471158,3.5621546961325965,7,0.5759668508287292,0.566799419153923,0.6026308262175288,0.6325424055426982,0.015299239931679587,-0.0272580465740222
T1,2028,5104,text+audio,late,0.35,724,4,0,206,181,337,8.308011049723756,0.3516282327224173,0.3515275190944247,2.9751381215469612,12,0.5290055248618785,0.5193436840568559,0.6389807164051585,0.5695389134984454,0.05164913011930927,-0.07471378167108922
T1,2028,5104,text+audio,late,0.55,724,4,0,206,181,337,13.000690607734807,0.5501604856838112,0.5501892610060948,1.8535911602209945,202,0.5027624309392266,0.49081692224068907,0.6782378083228736,0.475767893898844,0.09090622203702436,-0.10324054348725609
T1,2028,5104,text+vision,early,0.15,695,33,15,201,174,320,3.533812949640288,0.15343270695904226,0.15162910284899678,3.4244604316546763,9,0.5956834532374101,0.5906088538141157,0.6075254200602607,0.6153244878050668,0.022766695691527228,-0.006881033061483133
T1,2028,5104,text+vision,early,0.35,696,32,15,200,174,322,8.272270114942529,0.3531631133849975,0.3514217322550645,2.8951149425287355,24,0.5646551724137931,0.5564192947438208,0.6600197946074707,0.5579904310069279,0.07482940949842154,-0.04130966739192099
T1,2028,5104,text+vision,early,0.55,691,37,15,199,172,320,13.016642547033285,0.5509730066299663,0.5496021750273932,1.7004341534008682,266,0.5369030390738061,0.5275891653388896,0.681105020034158,0.5125726797573316,0.09400339478521724,-0.0684951494017334
T1,2028,5104,text+vision,middle,0.15,695,33,15,199,174,322,3.533093525179856,0.15281279145999632,0.15107957931924487,3.633093525179856,10,0.5942446043165468,0.5847386900953613,0.6147027441494757,0.606535478245986,0.02830953383617263,-0.01274935322098536
T1,2028,5104,text+vision,middle,0.35,700,28,15,202,174,324,8.242142857142857,0.35213292462323026,0.35117329220756244,3.617142857142857,8,0.5357142857142857,0.5173502284433401,0.6503992542837347,0.5645570207208328,0.0629486982098647,-0.07977020840374471
T1,2028,5104,text+vision,middle,0.55,698,30,15,202,174,322,12.89756446991404,0.5498700854882023,0.5503155263821218,3.681948424068768,11,0.5257879656160458,0.5110923739724604,0.6815723809053358,0.4801012561115412,0.09355114146341226,-0.08640341155908882
T1,2028,5104,text+vision,late,0.15,692,36,15,199,173,320,3.542630057803468,0.15378278262253128,0.1516506529271782,3.505780346820809,7,0.5838150289017341,0.5734388572087649,0.59423248695931,0.6487242784082401,0.005353481072738697,-0.021392587355727577
T1,2028,5104,text+vision,late,0.35,699,29,15,200,175,324,8.2310443490701,0.35117034273070885,0.351272858380252,2.9628040057224605,18,0.5507868383404864,0.5415006624849696,0.6331736562035456,0.5822624924767795,0.04383162301412136,-0.05377976304526988
T1,2028,5104,text+vision,late,0.55,699,29,15,200,175,324,12.88340486409156,0.5495435113900348,0.5502762229921914,1.848354792560801,194,0.5007153075822603,0.48934502856848994,0.688027647538417,0.4596254325941686,0.09916248608471157,-0.10593539696174958
T1,2028,5104,audio+vision,early,0.15,695,33,15,201,174,320,3.535251798561151,0.15352358330891142,0.15162910284899678,3.4431654676258994,9,0.6057553956834533,0.5974898868755988,0.5847587243687334,0.6490713935388087,0.0,0.0
T1,2028,5104,audio+vision,early,0.35,696,32,15,200,174,322,8.269396551724139,0.3529395064898643,0.3514217322550645,2.9152298850574714,24,0.6063218390804598,0.5977289621357418,0.5851903851090492,0.6483163265362445,0.0,0.0
T1,2028,5104,audio+vision,early,0.55,691,37,15,199,172,320,13.018813314037626,0.5510277975207153,0.5496021750273932,1.6946454413892909,266,0.6049204052098408,0.596084314740623,0.5871016252489407,0.6496357275551632,0.0,0.0
T1,2028,5104,audio+vision,middle,0.15,695,33,15,199,174,322,3.5345323741007193,0.1528662356019866,0.15107957931924487,3.6158273381294963,10,0.6057553956834533,0.5974880433163466,0.586393210313303,0.6495461255988849,0.0,0.0
T1,2028,5104,audio+vision,middle,0.35,700,28,15,202,174,324,8.247142857142856,0.35231384254699355,0.35117329220756244,3.6142857142857143,8,0.6057142857142858,0.5971204368470848,0.58745055607387,0.6495760662561834,0.0,0.0
T1,2028,5104,audio+vision,middle,0.55,698,30,15,202,174,322,12.89541547277937,0.5488906707901522,0.5503155263821218,3.6361031518624642,11,0.6060171919770774,0.5974957855315493,0.5880212394419235,0.6495218532106146,0.0,0.0
T1,2028,5104,audio+vision,late,0.15,692,36,15,199,173,320,3.5397398843930636,0.1535364483289979,0.1516506529271782,3.5,7,0.6026011560693642,0.5948314445644924,0.5888790058865713,0.6444675197422178,0.0,0.0
T1,2028,5104,audio+vision,late,0.35,699,29,15,200,175,324,8.234620886981402,0.3517531470206709,0.351272858380252,2.9785407725321886,18,0.6037195994277539,0.5952804255302395,0.5893420331894242,0.6478765128790442,0.0,0.0
T1,2028,5104,audio+vision,late,0.55,699,29,15,200,175,324,12.88555078683834,0.5497764658880107,0.5502762229921914,1.8454935622317596,194,0.6037195994277539,0.5952804255302395,0.5888651614537055,0.6479650051544421,0.0,0.0
T1,2028,5104,text+audio+vision,early,0.15,695,33,15,201,174,320,3.543884892086331,0.1529106377544902,0.15162910284899678,3.479136690647482,9,0.5856115107913669,0.5764348858623751,0.6106869633249241,0.6107731878819288,0.025928238956190675,-0.021055001013223662
T1,2028,5104,text+audio+vision,early,0.35,696,32,15,200,174,322,8.299808429118775,0.35280806952984967,0.3514217322550645,2.9123563218390807,24,0.5545977011494253,0.5467821062238845,0.6548600468527654,0.5651055464701707,0.06966966174371625,-0.050946855911857325
T1,2028,5104,text+audio+vision,early,0.55,691,37,15,199,172,320,13.062228654124457,0.5504322997434614,0.5496021750273932,1.683068017366136,266,0.5267727930535456,0.5153244332647031,0.6917745076799185,0.49895347487882863,0.10467288243097783,-0.08075988147591984
T1,2028,5104,text+audio+vision,middle,0.15,695,33,15,199,174,322,3.54484412470024,0.15212709385891499,0.15107957931924487,3.579856115107914,10,0.5942446043165468,0.5855929121749879,0.60979988587846,0.5970652757940952,0.023406675565156965,-0.011895131141358761
T1,2028,5104,text+audio+vision,middle,0.35,700,28,15,202,174,324,8.282857142857143,0.35207620773465137,0.35117329220756244,3.6342857142857143,8,0.5514285714285714,0.5373093351658716,0.6482013729427542,0.5563123204746745,0.06075081686888417,-0.059811101681213175
T1,2028,5104,text+audio+vision,middle,0.55,698,30,15,202,174,322,12.962273161413563,0.5499534290420733,0.5503155263821218,3.650429799426934,11,0.5114613180515759,0.5046085347226184,0.6712603828840406,0.5216581191145199,0.08323914344211703,-0.0928872508089309
T1,2028,5104,text+audio+vision,late,0.15,692,36,15,199,173,320,3.5491329479768785,0.1529245279571273,0.1516506529271782,3.4696531791907512,7,0.5838150289017341,0.574042227363164,0.6121076584680577,0.6184365541673984,0.02322865258148643,-0.020789217201328425
T1,2028,5104,text+audio+vision,late,0.35,699,29,15,200,175,324,8.281354315689079,0.35126330985200244,0.351272858380252,3.0028612303290414,18,0.5450643776824035,0.5327527680871531,0.6378828033229312,0.5722368494245887,0.048540770133506994,-0.06252765744308642
T1,2028,5104,text+audio+vision,late,0.55,699,29,15,200,175,324,12.955650929899857,0.5495600058737405,0.5502762229921914,1.849785407725322,194,0.5064377682403434,0.49342690414118984,0.677604180143797,0.4851277308216944,0.08873901869009149,-0.10185352138904968
T1,2028,5105,text,early,0.15,724,4,0,206,181,337,3.546961325966851,0.15173924326471158,0.15173924326471158,3.5331491712707184,6,0.5883977900552486,0.5776893260745231,0.611085835659043,0.6071254547210307,0.023754249373193703,-0.016368139653422098
T1,2028,5105,text,early,0.35,724,4,0,206,181,337,8.319060773480663,0.3515275190944247,0.3515275190944247,2.8853591160220993,22,0.5580110497237569,0.5505005248352249,0.6531758490147183,0.5558200747052915,0.06584426272886901,-0.04355694089272022
T1,2028,5105,text,early,0.55,720,8,0,205,179,336,13.079166666666667,0.5495421643079805,0.5495421643079805,1.6833333333333333,277,0.5194444444444445,0.5101849383862932,0.6884555670122305,0.5024449316699183,0.10018821172416204,-0.08264795057190055
T1,2028,5105,text,middle,0.15,723,5,0,206,181,336,3.5504840940525586,0.15125755480449682,0.15125755480449682,3.5933609958506225,9,0.5933609958506224,0.5829698194240226,0.6159373452348498,0.606942571347892,0.02802884745647305,-0.010707257780357193
T1,2028,5105,text,middle,0.35,723,5,0,206,181,336,8.329183955739973,0.35132216296592456,0.35132216296592456,3.659751037344398,4,0.5656984785615491,0.5541165732540395,0.6372502516867544,0.5588443095099364,0.049341753908377695,-0.039560503950340276
T1,2028,5105,text,middle,0.55,723,5,0,206,181,336,13.034578146611342,0.5502586790711101,0.5502586790711101,3.680497925311203,10,0.4979253112033195,0.4902897390163852,0.6862915919817995,0.48626634690855214,0.09838309420342273,-0.10338733818799462
T1,2028,5105,text,late,0.15,724,4,0,206,181,337,3.546961325966851,0.15173924326471158,0.15173924326471158,3.546961325966851,6,0.5773480662983426,0.5680133714021266,0.6087368848779913,0.6125594763409467,0.02140529859214202,-0.026044094325818556
T1,2028,5105,text,late,0.35,724,4,0,206,181,337,8.319060773480663,0.3515275190944247,0.3515275190944247,2.9917127071823204,11,0.5359116022099447,0.5257637674229576,0.644198854469298,0.5629327583213526,0.05686726818344878,-0.06829369830498755
T1,2028,5105,text,late,0.55,724,4,0,206,181,337,13.017955801104973,0.5501892610060948,0.5501892610060948,1.830110497237569,201,0.4930939226519337,0.47954666199307905,0.6819611566542592,0.4694596561684394,0.09462957036840991,-0.1145108037348661
